Country,Horizon,Return,Asset Class
Philippines,2017,-5.991048976,Equity
Pakistan,2017,-6.738509242,Equity
Poland,2017,-21.07691805,Equity
St. Pierre and Miquelon,2017,1.320403875,Equity
Pitcairn,2017,5.454330214,Equity
Puerto Rico,2017,5.957972688,Equity
"Palestine, State of",2017,7.386148212,Equity
Portugal,2017,8.607892217,Equity
Palau,2017,35.94114225,Equity
Paraguay,2017,44.1018932,Equity
Qatar,2017,12.23735443,Equity
Réunion,2017,24.04197482,Equity
Romania,2017,17.37361125,Equity
Serbia,2017,-0.6123310756,Equity
Russian Federation,2017,5.481028776,Equity
Rwanda,2017,19.47352765,Equity
Saudi Arabia,2017,-9.617449297,Equity
Solomon Islands,2017,-15.89957156,Equity
Seychelles,2017,1.271811878,Equity
Sudan,2017,5.76114457,Equity
Sweden,2017,39.78347531,Equity
Singapore,2017,-9.640231191,Equity
Saint Helena,2017,12.29608004,Equity
Slovenia,2017,-0.6078797106,Equity
Svalbard and Jan Mayen Islands,2017,-23.05135704,Equity
Slovakia,2017,5.609164554,Equity
Sierra Leone,2017,-1.510214432,Equity
San Marino,2017,9.460496988,Equity
Senegal,2017,8.770985255,Equity
Somalia,2017,6.360547037,Equity
Suriname,2017,-25.30372035,Equity
South Sudan,2017,35.3865053,Equity
Sao Tome and Principe,2017,11.48870767,Equity
El Salvador,2017,-11.41342838,Equity
Sint Maarten (Dutch part),2017,-0.3596657717,Equity
Syria,2017,-2.341238085,Equity
Swaziland,2017,6.835550113,Equity
Turks and Caicos Islands,2017,-14.02028732,Equity
Chad,2017,30.4554277,Equity
French Southern Territories,2017,-3.887742302,Equity
Togo,2017,-25.38274299,Equity
Thailand,2017,-6.062899656,Equity
Tajikistan,2017,14.40156647,Equity
Tokelau,2017,3.487325265,Equity
Timor-Leste,2017,8.295031489,Equity
Turkmenistan,2017,17.12669772,Equity
Tunisia,2017,-22.29700015,Equity
Tonga,2017,-4.150146708,Equity
Turkey,2017,14.99226708,Equity
Trinidad and Tobago,2017,8.680491776,Equity
Tuvalu,2017,2.778701732,Equity
Taiwan,2017,-19.3934639,Equity
Tanzania,2017,-16.45050487,Equity
Ukraine,2017,15.81985565,Equity
Uganda,2017,-40.42488707,Equity
United States Minor Outlying Islands,2017,-7.468395007,Equity
United States,2017,-2.868502402,Equity
Uruguay,2017,-10.20334395,Equity
Uzbekistan,2017,8.985605711,Equity
Vatican,2017,1.157864675,Equity
Saint Vincent and the Grenadines,2017,-21.9090359,Equity
Venezuela,2017,8.198572555,Equity
Virgin Islands (British),2017,-20.14524676,Equity
Virgin Islands (U.S.),2017,0.835018853,Equity
Vietnam,2017,21.88837687,Equity
Vanuatu,2017,-1.321920245,Equity
Wallis and Futuna Islands,2017,-7.887143829,Equity
Samoa,2017,-8.238379412,Equity
Yemen,2017,-7.864123412,Equity
Mayotte,2017,11.1898317,Equity
South Africa,2017,30.96429293,Equity
Zambia,2017,-9.279884377,Equity
Zimbabwe,2017,6.218105255,Equity
Andorra,YTD,7.276574431,Bond
United Arab Emirates,YTD,-3.741818317,Bond
Afghanistan,YTD,12.19917892,Bond
Antigua and Barbuda,YTD,-3.256031729,Bond
Anguilla,YTD,-8.787021381,Bond
Albania,YTD,-5.759496405,Bond
Armenia,YTD,-5.795860132,Bond
Angola,YTD,-1.642456647,Bond
Antarctica,YTD,-0.3984520417,Bond
Argentina,YTD,6.111141814,Bond
American Samoa,YTD,3.041310266,Bond
Austria,YTD,1.826119082,Bond
Australia,YTD,-0.2925478899,Bond
Aruba,YTD,-3.000081776,Bond
Åland Islands,YTD,-3.958039576,Bond
Azerbaijan,YTD,-3.509624798,Bond
Bosnia and Herzegovina,YTD,-7.256809854,Bond
Barbados,YTD,-5.571161266,Bond
Bangladesh,YTD,6.669378207,Bond
Belgium,YTD,10.80522741,Bond
Burkina Faso,YTD,1.363677933,Bond
Bulgaria,YTD,0.1310470337,Bond
Bahrain,YTD,0.1160196625,Bond
Burundi,YTD,-10.53417056,Bond
Benin,YTD,2.646093887,Bond
Saint Barthélemy,YTD,12.69056052,Bond
Bermuda,YTD,-3.624476085,Bond
Brunei Darussalam,YTD,5.598611553,Bond
Bolivia,YTD,-0.1608136858,Bond
Caribbean Netherlands,YTD,9.776964268,Bond
Brazil,YTD,6.066614309,Bond
Bahamas,YTD,1.663557806,Bond
Bhutan,YTD,2.085569504,Bond
Bouvet Island,YTD,-0.9662119252,Bond
Botswana,YTD,-9.540992942,Bond
Belarus,YTD,7.1419129,Bond
Belize,YTD,-5.542152013,Bond
Canada,YTD,-0.9204120906,Bond
Cocos (Keeling) Islands,YTD,-5.6959894,Bond
"Congo, Democratic Republic of",YTD,-4.599276043,Bond
Central African Republic,YTD,-13.57645673,Bond
Congo,YTD,1.817779288,Bond
Switzerland,YTD,7.767239772,Bond
Côte d'Ivoire,YTD,14.56201142,Bond
Cook Islands,YTD,-1.850033655,Bond
Chile,YTD,-0.5112354993,Bond
Cameroon,YTD,26.41773795,Bond
China,YTD,3.608523845,Bond
Colombia,YTD,-0.8708097966,Bond
Costa Rica,YTD,-4.069388685,Bond
Cuba,YTD,13.90609399,Bond
Cape Verde,YTD,4.342050665,Bond
Curaçao,YTD,4.421356186,Bond
Christmas Island,YTD,-2.273642731,Bond
Cyprus,YTD,-13.86547053,Bond
Czech Republic,YTD,-6.807038819,Bond
Germany,YTD,0.1796617514,Bond
Djibouti,YTD,-15.84147853,Bond
Denmark,YTD,-3.974537594,Bond
Dominica,YTD,1.782825022,Bond
Dominican Republic,YTD,9.665643802,Bond
Algeria,YTD,1.667510356,Bond
Ecuador,YTD,-7.304273655,Bond
Estonia,YTD,3.367085015,Bond
Egypt,YTD,14.5518588,Bond
Western Sahara,YTD,-6.279760606,Bond
Eritrea,YTD,-7.617505448,Bond
Spain,YTD,-8.33240877,Bond
Ethiopia,YTD,11.66626857,Bond
Finland,YTD,-8.116837456,Bond
Fiji,YTD,-4.63779311,Bond
Falkland Islands,YTD,6.745725717,Bond
"Micronesia, Federated States of",YTD,7.848367675,Bond
Faroe Islands,YTD,1.052838041,Bond
France,YTD,2.045022247,Bond
Gabon,YTD,-2.056786662,Bond
United Kingdom,YTD,-17.26456119,Bond
Grenada,YTD,6.437376612,Bond
Georgia,YTD,4.767653579,Bond
French Guiana,YTD,-7.477966444,Bond
Guernsey,YTD,-1.725779281,Bond
Ghana,YTD,3.503548207,Bond
Gibraltar,YTD,-8.083921421,Bond
Greenland,YTD,-7.087522456,Bond
Gambia,YTD,-2.068692379,Bond
Guinea,YTD,2.15021744,Bond
Guadeloupe,YTD,-7.201440247,Bond
Equatorial Guinea,YTD,-11.86189625,Bond
Greece,YTD,-6.618474055,Bond
South Georgia and the South Sandwich Islands,YTD,1.5467583,Bond
Guatemala,YTD,-9.851221168,Bond
Guam,YTD,-2.240671924,Bond
Guinea-Bissau,YTD,-7.447679878,Bond
Guyana,YTD,-10.71491505,Bond
Hong Kong,YTD,-5.725228761,Bond
Heard and McDonald Islands,YTD,-2.099708424,Bond
Honduras,YTD,-2.468982401,Bond
Croatia,YTD,14.6308859,Bond
Haiti,YTD,0.4956952445,Bond
Hungary,YTD,-6.204122245,Bond
Indonesia,YTD,1.997449704,Bond
Ireland,YTD,1.634454229,Bond
Israel,YTD,12.88035965,Bond
Isle of Man,YTD,-1.725045812,Bond
India,YTD,-13.48080122,Bond
British Indian Ocean Territory,YTD,-0.8288442203,Bond
Iraq,YTD,-2.148476574,Bond
Iran,YTD,18.69641553,Bond
Iceland,YTD,1.009052858,Bond
Italy,YTD,4.306668478,Bond
Jersey,YTD,-8.237214534,Bond
Jamaica,YTD,-5.232927483,Bond
Jordan,YTD,-6.952055995,Bond
Japan,YTD,11.6034564,Bond
Kenya,YTD,-7.433438551,Bond
Kyrgyzstan,YTD,-9.770418092,Bond
Cambodia,YTD,-10.22075642,Bond
Kiribati,YTD,-1.221535742,Bond
Comoros,YTD,-4.052422844,Bond
Saint Kitts and Nevis,YTD,8.444633688,Bond
North Korea,YTD,0.6997838424,Bond
South Korea,YTD,11.90645642,Bond
Kuwait,YTD,-2.760251472,Bond
Cayman Islands,YTD,18.84664922,Bond
Kazakhstan,YTD,-3.192489004,Bond
Lao People's Democratic Republic,YTD,-1.081357737,Bond
Lebanon,YTD,1.372093823,Bond
Saint Lucia,YTD,2.165945736,Bond
Liechtenstein,YTD,2.065898517,Bond
Sri Lanka,YTD,2.212060594,Bond
Liberia,YTD,0.05053356826,Bond
Lesotho,YTD,-0.6296272164,Bond
Lithuania,YTD,-3.433297995,Bond
Luxembourg,YTD,-7.865178811,Bond
Latvia,YTD,1.732468712,Bond
Libya,YTD,-0.9171029829,Bond
Morocco,YTD,-2.500399426,Bond
Monaco,YTD,1.604774497,Bond
Moldova,YTD,0.6591300733,Bond
Montenegro,YTD,3.727823494,Bond
Saint-Martin (France),YTD,-11.59441795,Bond
Madagascar,YTD,21.78339646,Bond
Marshall Islands,YTD,9.140914984,Bond
Macedonia,YTD,3.837262818,Bond
Mali,YTD,1.829239252,Bond
Myanmar,YTD,-15.04987125,Bond
Mongolia,YTD,4.419823484,Bond
Macau,YTD,-0.9226136117,Bond
Northern Mariana Islands,YTD,-3.027145026,Bond
Martinique,YTD,-7.020436187,Bond
Mauritania,YTD,3.601899448,Bond
Montserrat,YTD,7.596369741,Bond
Malta,YTD,7.167033714,Bond
Mauritius,YTD,0.3844055303,Bond
Maldives,YTD,0.4934063397,Bond
Malawi,YTD,9.379431987,Bond
Mexico,YTD,13.81681674,Bond
Malaysia,YTD,8.24675477,Bond
Mozambique,YTD,20.80004968,Bond
Namibia,YTD,2.960818882,Bond
New Caledonia,YTD,-3.281806432,Bond
Niger,YTD,2.770107618,Bond
Norfolk Island,YTD,-13.09323484,Bond
Nigeria,YTD,-0.1105616685,Bond
Nicaragua,YTD,-3.522053112,Bond
The Netherlands,YTD,2.332288392,Bond
Norway,YTD,-2.354223314,Bond
Nepal,YTD,4.573147156,Bond
Nauru,YTD,1.866979122,Bond
Niue,YTD,-4.385934399,Bond
New Zealand,YTD,9.593155683,Bond
Oman,YTD,-7.498938978,Bond
Panama,YTD,0.7682887244,Bond
Peru,YTD,0.8844033818,Bond
French Polynesia,YTD,5.73655731,Bond
Papua New Guinea,YTD,-6.476159846,Bond
Philippines,YTD,-3.968876824,Bond
Pakistan,YTD,-8.244284288,Bond
Poland,YTD,6.5113748,Bond
St. Pierre and Miquelon,YTD,3.02168325,Bond
Pitcairn,YTD,4.611438698,Bond
Puerto Rico,YTD,-4.74411285,Bond
"Palestine, State of",YTD,-3.088564998,Bond
Portugal,YTD,-5.60327236,Bond
Palau,YTD,3.27864274,Bond
Paraguay,YTD,-15.71424767,Bond
Qatar,YTD,-10.78083502,Bond
Réunion,YTD,5.853500155,Bond
Romania,YTD,9.2258532,Bond
Serbia,YTD,12.26927303,Bond
Russian Federation,YTD,-9.718667508,Bond
Rwanda,YTD,0.5359272373,Bond
Saudi Arabia,YTD,4.897902559,Bond
Solomon Islands,YTD,4.578928833,Bond
Seychelles,YTD,6.799224807,Bond
Sudan,YTD,11.8759061,Bond
Sweden,YTD,1.33216743,Bond
Singapore,YTD,9.295959204,Bond
Saint Helena,YTD,8.888289603,Bond
Slovenia,YTD,-20.06955137,Bond
Svalbard and Jan Mayen Islands,YTD,13.91547322,Bond
Slovakia,YTD,4.375513495,Bond
Sierra Leone,YTD,3.871294727,Bond
San Marino,YTD,-10.19104544,Bond
Senegal,YTD,-1.512216175,Bond
Somalia,YTD,-3.428280615,Bond
Suriname,YTD,12.11486626,Bond
South Sudan,YTD,-5.486416336,Bond
Sao Tome and Principe,YTD,-11.95839674,Bond
El Salvador,YTD,7.684241944,Bond
Sint Maarten (Dutch part),YTD,-2.582287603,Bond
Syria,YTD,-7.711953983,Bond
Swaziland,YTD,-9.355928586,Bond
Turks and Caicos Islands,YTD,0.073304827,Bond
Chad,YTD,-10.8408041,Bond
French Southern Territories,YTD,0.1078560125,Bond
Togo,YTD,-8.105000359,Bond
Thailand,YTD,7.832176957,Bond
Tajikistan,YTD,18.52764169,Bond
Tokelau,YTD,-0.735182683,Bond
Timor-Leste,YTD,-3.949914875,Bond
Turkmenistan,YTD,-3.715651937,Bond
Tunisia,YTD,-6.623688664,Bond
Tonga,YTD,-0.06442936128,Bond
Turkey,YTD,1.606849941,Bond
Trinidad and Tobago,YTD,-1.404491817,Bond
Tuvalu,YTD,0.6765363312,Bond
Taiwan,YTD,4.791932492,Bond
Tanzania,YTD,3.714378764,Bond
Ukraine,YTD,6.549969576,Bond
Uganda,YTD,4.974457672,Bond
United States Minor Outlying Islands,YTD,7.887802772,Bond
United States,YTD,-17.38426541,Bond
Uruguay,YTD,14.62443956,Bond
Uzbekistan,YTD,2.400650463,Bond
Vatican,YTD,3.372681368,Bond
Saint Vincent and the Grenadines,YTD,-5.329473774,Bond
Venezuela,YTD,0.9543776806,Bond
Virgin Islands (British),YTD,-1.527008462,Bond
Virgin Islands (U.S.),YTD,-4.447629194,Bond
Vietnam,YTD,-2.293189229,Bond
Vanuatu,YTD,-1.084379834,Bond
Wallis and Futuna Islands,YTD,-5.345857857,Bond
Samoa,YTD,-6.168373367,Bond
Yemen,YTD,-8.808159884,Bond
Mayotte,YTD,1.505425986,Bond
South Africa,YTD,7.528168501,Bond
Zambia,YTD,8.48970874,Bond
Zimbabwe,YTD,-5.608077146,Bond
Andorra,MTD,6.706145622,Bond
United Arab Emirates,MTD,0.5118753199,Bond
Afghanistan,MTD,13.08813428,Bond
Antigua and Barbuda,MTD,-11.41474932,Bond
Anguilla,MTD,-2.07910725,Bond
Albania,MTD,-1.033801861,Bond
Armenia,MTD,7.243176113,Bond
Angola,MTD,-2.824149881,Bond
Antarctica,MTD,-7.681738796,Bond
Argentina,MTD,-0.5305370121,Bond
American Samoa,MTD,0.1219958022,Bond
Austria,MTD,-12.03260035,Bond
Australia,MTD,-3.326184017,Bond
Aruba,MTD,2.654734446,Bond
Åland Islands,MTD,5.380811715,Bond
Azerbaijan,MTD,1.455185497,Bond
Bosnia and Herzegovina,MTD,-4.151150123,Bond
Barbados,MTD,-5.577894175,Bond
Bangladesh,MTD,-2.446192047,Bond
Belgium,MTD,1.722894765,Bond
Burkina Faso,MTD,-7.427857702,Bond
Bulgaria,MTD,8.447919839,Bond
Bahrain,MTD,-7.208869925,Bond
Burundi,MTD,-2.437837177,Bond
Benin,MTD,0.608318965,Bond
Saint Barthélemy,MTD,-3.152885457,Bond
Bermuda,MTD,14.50477156,Bond
Brunei Darussalam,MTD,14.25241091,Bond
Bolivia,MTD,6.829906064,Bond
Caribbean Netherlands,MTD,-3.359516188,Bond
Brazil,MTD,11.47966376,Bond
Bahamas,MTD,-0.49313248,Bond
Bhutan,MTD,19.29957896,Bond
Bouvet Island,MTD,-7.125730075,Bond
Botswana,MTD,9.883789348,Bond
Belarus,MTD,-3.916525393,Bond
Belize,MTD,0.7513246249,Bond
Canada,MTD,-3.991243118,Bond
Cocos (Keeling) Islands,MTD,8.040575005,Bond
"Congo, Democratic Republic of",MTD,5.724311432,Bond
Central African Republic,MTD,-1.388243822,Bond
Congo,MTD,-4.398864318,Bond
Switzerland,MTD,-4.808035722,Bond
Côte d'Ivoire,MTD,-6.710529269,Bond
Cook Islands,MTD,9.806373578,Bond
Chile,MTD,-0.6989715201,Bond
Cameroon,MTD,-0.6324543371,Bond
China,MTD,-8.493194066,Bond
Colombia,MTD,2.679948172,Bond
Costa Rica,MTD,0.1861063232,Bond
Cuba,MTD,9.219375487,Bond
Cape Verde,MTD,-3.548598628,Bond
Curaçao,MTD,0.006479733292,Bond
Christmas Island,MTD,2.796410646,Bond
Cyprus,MTD,5.710681984,Bond
Czech Republic,MTD,6.904810921,Bond
Germany,MTD,9.975531409,Bond
Djibouti,MTD,-11.02087065,Bond
Denmark,MTD,6.596066652,Bond
Dominica,MTD,-1.681707235,Bond
Dominican Republic,MTD,-6.123485189,Bond
Algeria,MTD,5.564520843,Bond
Ecuador,MTD,4.013397789,Bond
Estonia,MTD,9.262789958,Bond
Egypt,MTD,12.21217378,Bond
Western Sahara,MTD,9.811841067,Bond
Eritrea,MTD,-7.778389227,Bond
Spain,MTD,-6.662003951,Bond
Ethiopia,MTD,-3.154699077,Bond
Finland,MTD,-10.7653367,Bond
Fiji,MTD,-5.874236527,Bond
Falkland Islands,MTD,0.7756419917,Bond
"Micronesia, Federated States of",MTD,-3.076914183,Bond
Faroe Islands,MTD,-13.22262381,Bond
France,MTD,-3.166804422,Bond
Gabon,MTD,-2.315466505,Bond
United Kingdom,MTD,-8.787806981,Bond
Grenada,MTD,6.868856532,Bond
Georgia,MTD,0.6400938151,Bond
French Guiana,MTD,-4.59680257,Bond
Guernsey,MTD,0.2755096563,Bond
Ghana,MTD,6.256257117,Bond
Gibraltar,MTD,-1.196828007,Bond
Greenland,MTD,12.42109188,Bond
Gambia,MTD,-4.455989487,Bond
Guinea,MTD,-13.67474,Bond
Guadeloupe,MTD,9.769374654,Bond
Equatorial Guinea,MTD,0.9424299044,Bond
Greece,MTD,2.878423986,Bond
South Georgia and the South Sandwich Islands,MTD,-15.29174921,Bond
Guatemala,MTD,7.106552834,Bond
Guam,MTD,24.76847258,Bond
Guinea-Bissau,MTD,2.892210363,Bond
Guyana,MTD,-11.74870419,Bond
Hong Kong,MTD,5.647608428,Bond
Heard and McDonald Islands,MTD,-8.676171103,Bond
Honduras,MTD,-9.064476544,Bond
Croatia,MTD,3.572397727,Bond
Haiti,MTD,2.526054025,Bond
Hungary,MTD,-14.06107563,Bond
Indonesia,MTD,-7.225463022,Bond
Ireland,MTD,9.91316714,Bond
Israel,MTD,-1.798060098,Bond
Isle of Man,MTD,-4.878226672,Bond
India,MTD,-3.955100358,Bond
British Indian Ocean Territory,MTD,1.225116328,Bond
Iraq,MTD,1.413096215,Bond
Iran,MTD,1.587204378,Bond
Iceland,MTD,1.549569167,Bond
Italy,MTD,4.216182218,Bond
Jersey,MTD,-5.856882334,Bond
Jamaica,MTD,0.6590502775,Bond
Jordan,MTD,14.02339255,Bond
Japan,MTD,8.083174475,Bond
Kenya,MTD,-5.894477804,Bond
Kyrgyzstan,MTD,-1.845276754,Bond
Cambodia,MTD,5.258777511,Bond
Kiribati,MTD,5.987150964,Bond
Comoros,MTD,-1.224507209,Bond
Saint Kitts and Nevis,MTD,-15.99165231,Bond
North Korea,MTD,-0.3963595537,Bond
South Korea,MTD,8.385497206,Bond
Kuwait,MTD,4.066421262,Bond
Cayman Islands,MTD,2.05934568,Bond
Kazakhstan,MTD,-0.2653046127,Bond
Lao People's Democratic Republic,MTD,-12.29099742,Bond
Lebanon,MTD,6.882463897,Bond
Saint Lucia,MTD,7.930689564,Bond
Liechtenstein,MTD,-0.3222940406,Bond
Sri Lanka,MTD,-6.976813252,Bond
Liberia,MTD,0.1617891763,Bond
Lesotho,MTD,1.596051929,Bond
Lithuania,MTD,-12.44519002,Bond
Luxembourg,MTD,8.092360325,Bond
Latvia,MTD,0.9566925337,Bond
Libya,MTD,3.767491331,Bond
Morocco,MTD,19.53492918,Bond
Monaco,MTD,12.4266649,Bond
Moldova,MTD,5.235711488,Bond
Montenegro,MTD,0.641501284,Bond
Saint-Martin (France),MTD,-12.30882406,Bond
Madagascar,MTD,0.09946961148,Bond
Marshall Islands,MTD,0.7182727112,Bond
Macedonia,MTD,-1.429949396,Bond
Mali,MTD,10.2430194,Bond
Myanmar,MTD,-4.727203872,Bond
Mongolia,MTD,-6.903838936,Bond
Macau,MTD,10.05400028,Bond
Northern Mariana Islands,MTD,-5.561381016,Bond
Martinique,MTD,9.219273265,Bond
Mauritania,MTD,4.966779634,Bond
Montserrat,MTD,-7.398287621,Bond
Malta,MTD,-2.485292866,Bond
Mauritius,MTD,1.354231945,Bond
Maldives,MTD,5.05048635,Bond
Malawi,MTD,-6.949482327,Bond
Mexico,MTD,-5.107899876,Bond
Malaysia,MTD,-7.272624023,Bond
Mozambique,MTD,-3.953878512,Bond
Namibia,MTD,-0.5098291366,Bond
New Caledonia,MTD,0.4027467674,Bond
Niger,MTD,5.230051915,Bond
Norfolk Island,MTD,0.4367749462,Bond
Nigeria,MTD,2.2274992,Bond
Nicaragua,MTD,3.987352267,Bond
The Netherlands,MTD,-3.097210881,Bond
Norway,MTD,-1.151129505,Bond
Nepal,MTD,-5.385088886,Bond
Nauru,MTD,2.824571253,Bond
Niue,MTD,-2.358368172,Bond
New Zealand,MTD,-4.115672081,Bond
Oman,MTD,-8.558120028,Bond
Panama,MTD,7.277010276,Bond
Peru,MTD,-8.457903967,Bond
French Polynesia,MTD,2.465738288,Bond
Papua New Guinea,MTD,3.739553061,Bond
Philippines,MTD,3.094688817,Bond
Pakistan,MTD,24.03651063,Bond
Poland,MTD,-15.99782767,Bond
St. Pierre and Miquelon,MTD,-5.639488153,Bond
Pitcairn,MTD,3.5816999,Bond
Puerto Rico,MTD,1.533436958,Bond
"Palestine, State of",MTD,-2.831514327,Bond
Portugal,MTD,0.1717671882,Bond
Palau,MTD,-1.832680787,Bond
Paraguay,MTD,6.121371212,Bond
Qatar,MTD,-6.291875375,Bond
Réunion,MTD,4.337502034,Bond
Romania,MTD,3.459495721,Bond
Serbia,MTD,-5.897806889,Bond
Russian Federation,MTD,-1.586316637,Bond
Rwanda,MTD,15.36951082,Bond
Saudi Arabia,MTD,-3.194001589,Bond
Solomon Islands,MTD,4.890643708,Bond
Seychelles,MTD,2.445751564,Bond
Sudan,MTD,4.538849357,Bond
Sweden,MTD,8.969019338,Bond
Singapore,MTD,4.725732291,Bond
Saint Helena,MTD,6.124857153,Bond
Slovenia,MTD,2.512066255,Bond
Svalbard and Jan Mayen Islands,MTD,-0.4973969133,Bond
Slovakia,MTD,-7.607268216,Bond
Sierra Leone,MTD,-7.970856381,Bond
San Marino,MTD,-12.1016014,Bond
Senegal,MTD,-1.442719442,Bond
Somalia,MTD,0.8646687688,Bond
Suriname,MTD,-3.421492932,Bond
South Sudan,MTD,8.665204248,Bond
Sao Tome and Principe,MTD,4.218506195,Bond
El Salvador,MTD,-3.236908648,Bond
Sint Maarten (Dutch part),MTD,-1.709224722,Bond
Syria,MTD,-11.44368982,Bond
Swaziland,MTD,5.770940051,Bond
Turks and Caicos Islands,MTD,2.323449568,Bond
Chad,MTD,6.779514553,Bond
French Southern Territories,MTD,0.2078561385,Bond
Togo,MTD,8.532402141,Bond
Thailand,MTD,1.395980934,Bond
Tajikistan,MTD,6.238192709,Bond
Tokelau,MTD,1.362873236,Bond
Timor-Leste,MTD,16.79727803,Bond
Turkmenistan,MTD,-0.2776285045,Bond
Tunisia,MTD,-2.990276673,Bond
Tonga,MTD,-7.687979132,Bond
Turkey,MTD,-10.04777322,Bond
Trinidad and Tobago,MTD,8.880008126,Bond
Tuvalu,MTD,7.953976113,Bond
Taiwan,MTD,-1.613521028,Bond
Tanzania,MTD,12.67903311,Bond
Ukraine,MTD,-3.634286503,Bond
Uganda,MTD,6.334720757,Bond
United States Minor Outlying Islands,MTD,11.73634307,Bond
United States,MTD,-1.293845776,Bond
Uruguay,MTD,-13.23566435,Bond
Uzbekistan,MTD,-14.61995961,Bond
Vatican,MTD,3.462544988,Bond
Saint Vincent and the Grenadines,MTD,-2.268384496,Bond
Venezuela,MTD,-0.9740207827,Bond
Virgin Islands (British),MTD,-22.3112997,Bond
Virgin Islands (U.S.),MTD,-9.81032482,Bond
Vietnam,MTD,6.785146466,Bond
Vanuatu,MTD,11.03453797,Bond
Wallis and Futuna Islands,MTD,0.4730164837,Bond
Samoa,MTD,5.950183532,Bond
Yemen,MTD,-13.3938467,Bond
Mayotte,MTD,6.855609575,Bond
South Africa,MTD,9.532812429,Bond
Zambia,MTD,-7.784025214,Bond
Zimbabwe,MTD,2.691023966,Bond
Andorra,2017,-4.735054802,Bond
United Arab Emirates,2017,1.556356709,Bond
Afghanistan,2017,10.04923368,Bond
Antigua and Barbuda,2017,-2.43342148,Bond
Anguilla,2017,-11.21314262,Bond
Albania,2017,3.724138667,Bond
Armenia,2017,12.72578181,Bond
Angola,2017,3.549814931,Bond
Antarctica,2017,-9.853004246,Bond
Argentina,2017,-1.082927421,Bond
American Samoa,2017,-2.024543519,Bond
Austria,2017,4.081181251,Bond
Australia,2017,-2.585414865,Bond
Aruba,2017,9.392211031,Bond
Åland Islands,2017,5.740178038,Bond
Azerbaijan,2017,-6.499976712,Bond
Bosnia and Herzegovina,2017,5.497250583,Bond
Barbados,2017,7.058625285,Bond
Bangladesh,2017,-7.199761277,Bond
Belgium,2017,-0.4410978732,Bond
Burkina Faso,2017,-5.678299603,Bond
Bulgaria,2017,3.33941942,Bond
Bahrain,2017,-10.75724209,Bond
Burundi,2017,-5.08832179,Bond
Benin,2017,-5.985257217,Bond
Saint Barthélemy,2017,5.332423111,Bond
Bermuda,2017,-2.856321644,Bond
Brunei Darussalam,2017,-4.123104172,Bond
Bolivia,2017,6.246556017,Bond
Caribbean Netherlands,2017,12.93992865,Bond
Brazil,2017,5.905296299,Bond
Bahamas,2017,4.969433032,Bond
Bhutan,2017,3.847838313,Bond
Bouvet Island,2017,13.46934397,Bond
Botswana,2017,-0.1718458319,Bond
Belarus,2017,5.678309026,Bond
Belize,2017,-1.013769102,Bond
Canada,2017,-6.19538629,Bond
Cocos (Keeling) Islands,2017,-6.358627022,Bond
"Congo, Democratic Republic of",2017,2.972606875,Bond
Central African Republic,2017,-0.7149271713,Bond
Congo,2017,-6.303287376,Bond
Switzerland,2017,-7.390160911,Bond
Côte d'Ivoire,2017,-1.109485001,Bond
Cook Islands,2017,1.87732285,Bond
Chile,2017,5.76143144,Bond
Cameroon,2017,5.631794552,Bond
China,2017,-2.31539722,Bond
Colombia,2017,8.637027389,Bond
Costa Rica,2017,-3.919312855,Bond
Cuba,2017,8.692156132,Bond
Cape Verde,2017,-10.7248611,Bond
Curaçao,2017,-7.374429099,Bond
Christmas Island,2017,-3.485907717,Bond
Cyprus,2017,-1.125047975,Bond
Czech Republic,2017,-2.677711902,Bond
Germany,2017,15.45095831,Bond
Djibouti,2017,5.008865445,Bond
Denmark,2017,0.06636099329,Bond
Dominica,2017,-2.108591899,Bond
Dominican Republic,2017,-16.58740568,Bond
Algeria,2017,2.138299977,Bond
Ecuador,2017,-5.031572573,Bond
Estonia,2017,-4.764057634,Bond
Egypt,2017,2.16912968,Bond
Western Sahara,2017,-14.76724488,Bond
Eritrea,2017,3.221117037,Bond
Spain,2017,9.448718878,Bond
Ethiopia,2017,-3.318394314,Bond
Finland,2017,5.145127594,Bond
Fiji,2017,-0.9076150566,Bond
Falkland Islands,2017,-2.550587878,Bond
"Micronesia, Federated States of",2017,-0.6450619706,Bond
Faroe Islands,2017,-8.192628109,Bond
France,2017,6.870764756,Bond
Gabon,2017,-4.147950019,Bond
United Kingdom,2017,6.032997778,Bond
Grenada,2017,4.094459814,Bond
Georgia,2017,-3.833995181,Bond
French Guiana,2017,-13.23748064,Bond
Guernsey,2017,4.697679015,Bond
Ghana,2017,23.28957139,Bond
Gibraltar,2017,13.7996557,Bond
Greenland,2017,5.81514706,Bond
Gambia,2017,10.0735884,Bond
Guinea,2017,-0.007960142617,Bond
Guadeloupe,2017,-5.160180895,Bond
Equatorial Guinea,2017,-2.378674853,Bond
Greece,2017,-4.603523206,Bond
South Georgia and the South Sandwich Islands,2017,1.716885051,Bond
Guatemala,2017,-5.944675744,Bond
Guam,2017,-8.021317275,Bond
Guinea-Bissau,2017,-13.89240993,Bond
Guyana,2017,2.6114584,Bond
Hong Kong,2017,-6.042608233,Bond
Heard and McDonald Islands,2017,-1.88906791,Bond
Honduras,2017,-2.92910991,Bond
Croatia,2017,-10.48361728,Bond
Haiti,2017,2.567575589,Bond
